id;bank;product_name;amount_min;amount_max;amount_currency;min_term;max_term;term_unit;rate_branch;rate_klik_bonus;rate_klik_total;offer_type;source;url;last_updated;notes
3;Intesa Sanpaolo Bank;Depozit 31M;300;50000;EUR;31;31;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 31M;300;50000;EUR;31;31;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 31M;50000;100000;EUR;31;31;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 31M;50000;100000;EUR;31;31;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 32M;300;50000;EUR;32;32;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 32M;300;50000;EUR;32;32;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 32M;50000;100000;EUR;32;32;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 32M;50000;100000;EUR;32;32;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 33M;300;50000;EUR;33;33;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 33M;300;50000;EUR;33;33;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 33M;50000;100000;EUR;33;33;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 33M;50000;100000;EUR;33;33;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 34M;300;50000;EUR;34;34;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 34M;300;50000;EUR;34;34;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 34M;50000;100000;EUR;34;34;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 34M;50000;100000;EUR;34;34;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 35M;300;50000;EUR;35;35;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 35M;300;50000;EUR;35;35;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 35M;50000;100000;EUR;35;35;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 35M;50000;100000;EUR;35;35;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 36M;300;50000;EUR;36;36;months;1.0;1.1;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 36M;300;50000;EUR;36;36;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
3;Intesa Sanpaolo Bank;Depozit 36M;50000;100000;EUR;36;36;months;1.2;0.9000000000000001;2.1;regular;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;redna ponudba
3;Intesa Sanpaolo Bank;POSEBNA PONUDBA - Depozit 36M;50000;100000;EUR;36;36;months;2.1;0.0;2.1;special;pdf;https://www.intesasanpaolobank.si/document/documents/ISPSLOVENIA/dokumenti-splosni/Obrestne-mere_varcevanja-in-depoziti.pdf;11/04/2026;posebna ponudba
